    1.0000    3.0000    0.9778
    1.0000    3.0000    0.9778
    1.0000    3.0000    0.9778
    1.0000    3.0000    0.9778
    1.0000    3.0000    0.9778
    1.0000    3.0000    0.9778
    1.0000    3.0000    0.9778
    1.0000    3.0000    0.9778
    1.0000    3.0000    0.9778
    1.0000    3.0000    0.9778
    1.0000    3.0000    0.9778
    1.0000    3.0000    0.9778
    1.0000    3.0000    0.9778
    1.0000    3.0000    0.9778
    1.0000    3.0000    0.9778
    1.0000    3.0000    0.9778
    1.0000    2.7045    1.0714
    1.0000    2.4374    1.1613
    1.0000    2.1965    1.2400
    1.0000    1.7550    1.3498
    0.9999    1.3980    1.3737
    0.9999    1.1124    1.3337
    0.9999    0.8847    1.2601
    0.9999    0.6538    1.1484
    0.9999    0.4835    1.0436
    0.9999    0.3571    0.9547
    0.9999    0.2629    0.8828
    0.9998    0.1927    0.8264
    0.9998    0.0864    0.7365
    0.9997    0.0368    0.6928
    0.9996    0.0097    0.6686
    0.9995   -0.0061    0.6543
    0.9993   -0.0148    0.6464
    0.9991   -0.0219    0.6400
    0.9988   -0.0272    0.6351
    0.9984   -0.0331    0.6298
    0.9979   -0.0391    0.6244
    0.9974   -0.0450    0.6190
    0.9956   -0.0637    0.6017
    0.9931   -0.0841    0.5829
    0.9898   -0.1063    0.5622
    0.9859   -0.1297    0.5400
    0.9812   -0.1538    0.5168
    0.9693   -0.2036    0.4678
    0.9543   -0.2533    0.4169
    0.9362   -0.3012    0.3656
    0.9151   -0.3456    0.3153
    0.8914   -0.3854    0.2671
    0.8654   -0.4196    0.2219
    0.8148   -0.4650    0.1520
    0.7605   -0.4901    0.0970
    0.7045   -0.4960    0.0586
    0.6491   -0.4852    0.0363
    0.5957   -0.4613    0.0285
    0.5457   -0.4285    0.0324
    0.4913   -0.3831    0.0473
    0.4432   -0.3369    0.0670
    0.4011   -0.2944    0.0856
    0.3691   -0.2632    0.0973
    0.3404   -0.2374    0.1037
    0.3142   -0.2171    0.1041
    0.2953   -0.2047    0.1006
    0.2774   -0.1946    0.0942
    0.2602   -0.1863    0.0857
    0.2438   -0.1792    0.0758
    0.2280   -0.1727    0.0653
    0.2123   -0.1662    0.0546
    0.1973   -0.1595    0.0447
    0.1829   -0.1523    0.0361
    0.1692   -0.1445    0.0291
    0.1563   -0.1362    0.0237
    0.1441   -0.1274    0.0201
    0.1284   -0.1145    0.0175
    0.1144   -0.1016    0.0173
    0.1020   -0.0893    0.0183
    0.0912   -0.0782    0.0197
    0.0817   -0.0685    0.0207
    0.0734   -0.0603    0.0209
    0.0658   -0.0535    0.0200
    0.0601   -0.0489    0.0186
    0.0550   -0.0450    0.0167
    0.0502   -0.0417    0.0145
    0.0458   -0.0387    0.0122
    0.0416   -0.0360    0.0100
    0.0378   -0.0333    0.0081
    0.0343   -0.0307    0.0066
    0.0310   -0.0281    0.0055
    0.0280   -0.0256    0.0047
    0.0253   -0.0232    0.0043
    0.0224   -0.0204    0.0042
    0.0199   -0.0179    0.0042
    0.0177   -0.0156    0.0042
    0.0158   -0.0137    0.0042
    0.0141   -0.0121    0.0040
    0.0126   -0.0108    0.0037
    0.0113   -0.0097    0.0033
    0.0101   -0.0087    0.0028
    0.0090   -0.0079    0.0023
    0.0080   -0.0072    0.0019
    0.0071   -0.0065    0.0015
    0.0062   -0.0058    0.0013
    0.0054   -0.0051    0.0011
    0.0047   -0.0044    0.0009
    0.0041   -0.0039    0.0009
    0.0037   -0.0034    0.0009
    0.0034   -0.0031    0.0009
    0.0031   -0.0028    0.0008
    0.0028   -0.0026    0.0008
    0.0026   -0.0024    0.0008
    0.0023   -0.0021    0.0007
    0.0020   -0.0019    0.0006
    0.0018   -0.0017    0.0005
    0.0016   -0.0016    0.0005
    0.0014   -0.0014    0.0004
    0.0012   -0.0013    0.0003
    0.0010   -0.0011    0.0002
    0.0009   -0.0010    0.0002
    0.0007   -0.0009    0.0002
    0.0006   -0.0007    0.0002
    0.0005   -0.0006    0.0002
    0.0004   -0.0005    0.0002
    0.0003   -0.0005    0.0001
    0.0003   -0.0004    0.0001
    0.0002   -0.0003    0.0001
    0.0001   -0.0003    0.0001
    0.0001   -0.0003    0.0001
    0.0000   -0.0002    0.0000
   -0.0000   -0.0002    0.0000
   -0.0001   -0.0001    0.0000
   -0.0001   -0.0001    0.0000
   -0.0001   -0.0001    0.0000
   -0.0001   -0.0001    0.0000
   -0.0002   -0.0001    0.0000
   -0.0002   -0.0000    0.0000
   -0.0002   -0.0000    0.0000
   -0.0002   -0.0000    0.0000
